id,carat,cut,color,clarity,depth,table,x,y,z,price
2338,1.0,Good,H,SI1,57.9,60.0,6.6,6.55,3.8,5204
3980,1.01,Very Good,D,SI1,59.8,61.0,6.49,6.53,3.88,5648
7145,1.58,Premium,G,VS2,60.0,60.0,7.59,7.53,4.53,9322
4054,0.41,Ideal,F,VVS1,61.7,57.0,4.78,4.74,2.93,1326
2237,1.05,Premium,H,SI2,62.3,58.0,6.53,6.47,4.05,4050
7381,0.34,Ideal,G,VS2,62.1,55.0,4.48,4.51,2.79,614
9845,1.72,Premium,I,VS2,60.8,58.0,7.71,7.68,4.69,10711
5412,0.8,Ideal,F,SI1,62.1,56.0,5.88,5.93,3.67,2999
864,0.78,Ideal,H,VS1,62.3,56.0,5.88,5.92,3.67,3447
5912,0.73,Very Good,J,SI1,62.3,58.0,5.71,5.78,3.58,1902
5729,0.3,Ideal,E,VVS2,62.1,55.0,4.33,4.35,2.69,1013
7237,2.03,Ideal,I,SI1,61.6,56.0,8.16,8.12,5.0,12637
371,1.01,Very Good,D,SI1,63.3,58.0,6.38,6.35,4.03,5667
6547,0.32,Ideal,H,IF,62.5,54.0,4.37,4.38,2.74,816
7347,1.09,Ideal,G,VS1,60.9,56.0,6.65,6.72,4.08,7203
5950,0.91,Good,I,SI2,64.2,62.0,6.04,6.08,3.87,2674
7220,1.01,Premium,F,SI2,62.6,59.0,6.41,6.36,4.0,3831
9459,0.2,Premium,E,VS2,59.7,62.0,3.84,3.79,2.28,397
8525,0.38,Ideal,G,VVS1,61.5,54.0,4.7,4.72,2.9,1043
2364,0.32,Ideal,E,VS1,61.2,56.0,4.42,4.45,2.71,727
3213,0.41,Ideal,E,VS1,61.0,57.0,4.84,4.81,2.94,1160
911,0.91,Very Good,E,SI1,61.8,57.0,6.11,6.16,3.79,4211
9217,0.31,Premium,H,VS1,61.9,58.0,4.28,4.32,2.66,544
8294,0.72,Premium,E,VS2,62.8,59.0,5.73,5.7,3.59,2901
9320,0.57,Ideal,E,VS2,62.3,57.0,5.27,5.33,3.31,1683
8588,0.9,Very Good,I,SI2,63.4,58.0,6.1,6.04,3.84,3104
6795,1.05,Ideal,E,VS1,61.2,57.0,6.53,6.54,4.0,7924
6181,1.0,Fair,H,SI2,64.4,58.0,6.29,6.17,4.04,2970
1423,0.42,Very Good,F,SI1,61.5,57.0,4.78,4.81,2.95,926
9986,1.09,Premium,H,VS2,61.2,58.0,6.67,6.63,4.07,5415
479,0.96,Premium,F,SI2,60.2,62.0,6.34,6.27,3.78,3484
662,0.9,Very Good,F,SI1,63.5,56.0,6.1,6.13,3.88,4133
7422,0.7,Ideal,H,VS2,61.0,56.0,5.74,5.76,3.51,2558
9890,0.71,Ideal,G,VVS2,62.5,57.0,5.66,5.69,3.55,3335
8290,0.7,Very Good,F,SI2,61.1,59.0,5.68,5.72,3.48,2138
2988,0.3,Premium,F,SI2,61.7,58.0,4.26,4.29,2.64,394
1119,0.3,Premium,E,VS2,62.5,58.0,4.29,4.26,2.67,844
2776,0.5,Premium,E,SI2,62.4,59.0,5.07,5.06,3.16,1185
4535,0.58,Ideal,H,VS1,61.5,54.0,5.42,5.47,3.35,1761
8733,1.52,Ideal,I,SI2,61.6,56.0,7.39,7.39,4.55,8815
5202,1.2,Ideal,I,SI1,62.9,57.0,6.79,6.74,4.26,5590
6909,0.77,Ideal,D,SI1,61.1,57.0,5.91,5.94,3.62,2827
5312,1.01,Very Good,H,VS2,61.9,54.0,6.42,6.48,3.99,4917
4427,0.51,Very Good,H,VS2,63.1,58.0,5.1,5.04,3.2,1437
7712,1.51,Ideal,F,VS2,60.8,57.0,7.43,7.36,4.5,14482
3981,0.5,Very Good,E,VS2,60.8,60.0,5.12,5.13,3.13,1433
8113,0.54,Premium,E,VS2,61.2,58.0,5.23,5.25,3.21,1689
2893,1.02,Very Good,D,SI1,61.0,63.0,6.53,6.5,3.96,4515
2669,0.45,Premium,E,SI2,58.8,58.0,5.04,5.02,2.97,1346
3977,0.51,Ideal,G,VVS1,62.1,56.0,5.1,5.16,3.18,2061
5710,0.7,Premium,E,SI1,62.8,57.0,5.63,5.66,3.55,2313
279,0.27,Ideal,E,VS1,62.1,56.0,4.11,4.15,2.56,470
7157,0.33,Premium,I,SI1,62.1,58.0,4.39,4.42,2.74,434
8029,0.32,Premium,E,SI2,61.3,60.0,4.36,4.41,2.69,449
7290,0.52,Ideal,E,VS1,61.2,57.0,5.2,5.24,3.19,1992
1694,0.54,Ideal,F,SI2,62.2,54.0,5.2,5.24,3.25,1252
9080,0.91,Very Good,E,SI1,63.1,57.0,6.11,6.15,3.87,4211
3479,0.33,Ideal,G,VS1,62.1,55.0,4.44,4.39,2.74,854
4416,1.0,Fair,D,SI1,57.2,65.0,6.54,6.49,3.76,4438
7881,1.04,Ideal,F,SI1,62.2,57.0,6.47,6.51,4.03,5633
6447,1.03,Premium,F,SI2,62.3,58.0,6.47,6.41,4.01,4591
8438,0.71,Ideal,E,SI1,61.3,57.0,5.77,5.73,3.52,2817
8782,1.26,Ideal,I,SI1,62.6,57.0,6.89,6.91,4.32,5976
8079,0.71,Very Good,E,SI1,61.4,57.0,5.72,5.74,3.52,2569
4296,0.41,Premium,D,VVS2,62.1,56.0,4.75,4.72,2.94,1356
4770,0.51,Ideal,J,SI1,60.6,56.0,5.23,5.22,3.17,1166
7905,0.73,Ideal,D,VS2,62.1,56.0,5.75,5.79,3.59,3220
2209,0.37,Ideal,E,VS1,61.1,55.0,4.68,4.63,2.85,999
7896,1.01,Very Good,G,VS2,61.7,58.0,6.39,6.44,3.96,6232
6348,0.73,Ideal,D,SI1,61.1,56.0,5.82,5.86,3.57,3189
8314,0.25,Very Good,F,VS1,60.9,56.0,4.08,4.12,2.51,499
184,0.77,Ideal,F,VS1,62.0,57.0,5.91,5.87,3.65,3585
9113,0.9,Very Good,D,VS2,62.2,59.0,6.13,6.18,3.83,4580
6791,1.53,Premium,H,VS1,59.7,61.0,7.49,7.42,4.46,11455
4516,2.01,Very Good,H,VS2,61.8,61.0,8.1,8.14,5.01,17267
2350,1.06,Ideal,G,VS2,61.6,57.0,6.56,6.51,4.03,6309
553,2.01,Good,I,VS2,63.6,59.0,7.95,7.89,5.04,16316
1397,1.26,Ideal,F,VVS1,61.3,55.0,7.03,6.99,4.29,15014
1384,0.33,Ideal,D,VS1,60.7,56.0,4.5,4.47,2.73,1069
5698,0.34,Ideal,E,VS1,62.5,57.0,4.51,4.47,2.81,1095
8536,0.32,Premium,E,SI1,62.5,57.0,4.36,4.38,2.73,720
297,0.38,Premium,E,VS2,61.5,59.0,4.66,4.63,2.85,958
443,0.82,Ideal,F,SI1,61.3,56.0,6.01,6.04,3.7,3444
8998,0.33,Ideal,H,IF,61.8,54.0,4.45,4.48,2.75,955
2077,0.32,Premium,G,VS2,62.4,58.0,4.38,4.38,2.73,561
8114,0.9,Premium,F,SI1,59.3,59.0,6.3,6.24,3.73,4158
2229,1.03,Premium,G,SI2,60.3,60.0,6.54,6.57,3.95,4744
2842,0.32,Ideal,G,IF,61.4,56.0,4.44,4.41,2.72,918
2537,1.17,Ideal,J,SI1,61.3,55.0,6.79,6.83,4.18,5125
6507,1.06,Ideal,D,SI1,61.7,55.0,6.54,6.59,4.04,7056
8460,0.31,Premium,H,VVS2,59.6,59.0,4.4,4.38,2.63,802
6699,1.26,Ideal,F,VS1,61.8,56.0,6.98,6.91,4.3,9232
3367,0.41,Premium,F,VS2,61.4,58.0,4.76,4.79,2.93,958
4657,1.03,Ideal,F,VVS1,62.0,56.0,6.47,6.47,4.01,9412
2578,0.41,Premium,E,VS1,60.4,58.0,4.77,4.82,2.9,1079
1131,0.73,Very Good,H,SI1,61.7,57.0,5.75,5.8,3.56,2600
5007,1.03,Good,F,SI1,63.1,60.0,6.36,6.43,4.03,5050
7581,1.5,Very Good,D,SI1,62.4,59.0,7.25,7.3,4.54,12390
320,0.55,Ideal,F,SI2,60.9,57.0,5.3,5.34,3.23,1069
1371,2.14,Ideal,H,SI2,61.9,57.0,8.21,8.26,5.09,14579
4042,1.01,Premium,H,SI1,62.1,58.0,6.38,6.43,3.97,5131
4782,0.4,Very Good,F,VS2,60.2,59.0,4.75,4.79,2.86,975
5350,1.01,Ideal,E,SI2,62.6,56.0,6.46,6.42,4.04,4920
907,0.53,Ideal,F,VS1,61.4,56.0,5.21,5.24,3.21,1875
6533,1.53,Premium,G,VS2,60.1,60.0,7.56,7.51,4.53,13365
3950,0.31,Ideal,G,VVS2,62.2,54.0,4.34,4.4,2.72,775
4896,1.18,Ideal,F,VS2,61.1,57.0,6.87,6.81,4.18,8346
9054,0.91,Ideal,F,SI1,61.8,57.0,6.21,6.26,3.85,3896
6956,0.71,Ideal,I,VS1,62.5,56.0,5.72,5.69,3.57,2912
7661,0.39,Ideal,D,SI1,62.3,57.0,4.67,4.65,2.9,855
6334,1.21,Premium,G,VS1,63.0,58.0,6.76,6.71,4.24,7986
8563,2.21,Fair,D,SI2,65.4,58.0,8.15,8.12,5.18,12776
926,0.33,Good,E,SI1,63.1,57.0,4.37,4.41,2.76,579
6387,0.7,Very Good,H,VS1,62.3,60.0,5.57,5.63,3.49,2121
15,0.33,Premium,E,VS2,61.7,59.0,4.39,4.43,2.72,723
143,0.52,Premium,J,SI2,58.1,59.0,5.26,5.31,3.05,923
2363,0.71,Ideal,E,SI1,60.9,56.0,5.77,5.78,3.52,2782
129,0.7,Ideal,H,VS2,61.2,55.0,5.72,5.75,3.52,2574
1161,1.05,Ideal,E,SI1,62.8,57.0,6.47,6.52,4.07,6098
6104,1.01,Premium,E,SI2,60.9,58.0,6.51,6.5,3.96,4919
6373,0.72,Very Good,D,SI2,63.2,59.0,5.67,5.7,3.59,2325
4845,0.4,Premium,D,SI1,61.1,59.0,4.76,4.72,2.89,1032
6443,1.0,Good,G,SI2,63.8,57.0,6.34,6.28,4.03,3142
4929,0.33,Premium,E,SI1,61.4,59.0,4.45,4.49,2.75,743
1876,0.72,Ideal,I,VS1,61.4,56.0,5.83,5.77,3.56,2375
2488,0.3,Ideal,E,VVS1,62.3,56.0,4.3,4.32,2.68,862
5931,0.32,Ideal,G,VS1,61.7,56.0,4.42,4.36,2.71,828
7699,0.31,Ideal,D,VS1,62.4,56.0,4.34,4.36,2.71,732
1182,0.77,Ideal,G,SI1,60.3,57.0,5.92,5.97,3.58,3089
8031,1.24,Ideal,G,IF,62.0,57.0,6.87,6.91,4.27,10681
5572,0.56,Ideal,D,VS2,62.1,57.0,5.27,5.29,3.28,2061
1170,0.52,Premium,D,VS2,62.3,58.0,5.17,5.13,3.2,1792
9286,0.5,Premium,D,SI1,58.8,59.0,5.2,5.23,3.07,1654
2182,0.35,Ideal,G,VS1,61.8,55.0,4.53,4.56,2.81,706
3371,0.77,Ideal,F,SI2,62.2,56.0,5.83,5.87,3.64,2399
8271,0.32,Ideal,F,VVS1,60.4,56.0,4.42,4.46,2.68,814
1859,1.59,Premium,H,VS2,62.4,58.0,7.51,7.46,4.67,10819
9730,0.82,Ideal,H,SI1,62.3,57.0,6.0,6.02,3.74,2948
7371,1.11,Ideal,H,SI2,61.6,56.0,6.64,6.69,4.11,4816
7501,1.11,Very Good,H,SI1,62.9,56.0,6.58,6.62,4.15,6398
6611,0.39,Very Good,F,VS1,62.1,56.0,4.64,4.69,2.9,687
10071,0.36,Premium,E,SI1,62.9,58.0,4.57,4.49,2.84,810
7665,1.51,Premium,G,VS2,61.7,60.0,7.38,7.35,4.55,13355
7627,0.9,Premium,F,VS2,60.9,58.0,6.11,6.14,3.72,4274
3121,0.73,Ideal,H,SI1,63.0,57.0,5.77,5.74,3.62,2360
387,0.35,Premium,F,VS2,59.8,58.0,4.55,4.59,2.72,746
8084,0.32,Ideal,D,SI1,61.0,57.0,4.41,4.44,2.7,614
1032,0.25,Ideal,G,VS1,61.1,56.0,4.11,4.13,2.52,436
8151,1.71,Very Good,H,SI1,63.2,58.0,7.58,7.53,4.77,11516
5635,0.27,Very Good,E,VS1,61.5,56.0,4.14,4.17,2.55,436
931,0.82,Ideal,I,SI1,62.4,55.0,5.92,5.97,3.71,2701
4019,0.7,Fair,D,SI2,64.6,59.0,5.59,5.55,3.59,2382
691,0.54,Ideal,H,SI1,61.7,56.0,5.22,5.26,3.23,1219
6476,1.21,Ideal,H,VS1,60.3,57.0,6.91,6.94,4.16,7623
6918,0.33,Ideal,F,IF,61.1,57.0,4.44,4.48,2.72,957
829,0.3,Ideal,I,VS2,61.0,56.0,4.33,4.36,2.65,407
3498,1.02,Good,F,VVS1,63.4,56.0,6.33,6.36,4.02,9301
2081,0.54,Ideal,G,VS2,61.6,55.0,5.27,5.25,3.24,1656
9079,1.5,Ideal,J,SI1,62.3,56.0,7.27,7.32,4.56,7244
9615,2.01,Premium,G,SI2,59.2,59.0,8.22,8.18,4.87,15707
44,1.0,Premium,E,SI1,62.7,60.0,6.43,6.39,4.02,5105
3939,0.34,Premium,H,VS1,62.8,58.0,4.48,4.44,2.81,684
5471,0.52,Good,D,SI2,63.9,59.0,5.09,5.12,3.26,1287
6006,0.4,Very Good,E,VS1,63.2,59.0,4.73,4.68,2.97,1060
4319,1.02,Premium,E,VS2,60.5,59.0,6.52,6.49,3.94,5293
2965,0.52,Ideal,F,VS2,62.2,56.0,5.15,5.18,3.22,1654
3969,0.4,Very Good,G,SI1,62.5,58.0,4.66,4.69,2.92,666
1187,1.06,Very Good,F,SI2,61.2,59.0,6.6,6.56,4.03,4936
284,2.25,Ideal,H,SI2,61.7,56.0,8.34,8.39,5.16,17186
9040,1.31,Premium,G,VS2,62.3,59.0,7.01,6.98,4.36,8139
4159,0.5,Very Good,G,VS2,61.4,57.0,5.09,5.15,3.15,1358
3092,1.14,Ideal,D,VS2,62.1,54.0,6.73,6.71,4.17,8256
5935,0.56,Premium,E,VS2,61.0,59.0,5.34,5.28,3.25,1920
4556,0.51,Ideal,E,SI1,62.2,53.0,5.17,5.19,3.22,1318
6535,0.73,Ideal,E,VS2,61.4,57.0,5.77,5.82,3.56,3360
4323,0.7,Premium,G,SI1,61.6,60.0,5.7,5.73,3.51,2368
8916,2.01,Ideal,J,VS2,62.4,56.0,8.11,8.06,5.03,13885
5537,0.32,Premium,G,VS2,62.4,58.0,4.42,4.39,2.75,720
3364,1.52,Premium,G,VS1,60.5,58.0,7.45,7.49,4.52,11524
7926,0.32,Ideal,G,VS2,61.5,56.0,4.43,4.41,2.72,720
3195,1.03,Good,E,SI2,64.2,59.0,6.3,6.32,4.05,3876
9902,0.72,Ideal,G,VS2,60.7,57.0,5.78,5.81,3.52,3111
969,0.52,Ideal,G,VS1,62.5,57.0,5.15,5.11,3.2,1624
3734,0.91,Fair,G,SI2,64.4,61.0,6.01,6.04,3.87,3225
925,0.46,Fair,H,SI1,65.4,56.0,4.85,4.82,3.18,1016
9672,0.35,Ideal,G,VS2,62.1,55.0,4.55,4.58,2.83,607
6707,1.0,Ideal,G,VS1,62.9,57.0,6.33,6.38,4.0,6809
4725,0.34,Very Good,D,VS2,60.0,57.0,4.51,4.56,2.72,696
5852,0.26,Ideal,E,VS2,62.9,55.0,4.02,4.06,2.54,480
2851,0.3,Ideal,G,VVS1,61.8,54.0,4.33,4.36,2.68,764
5389,0.71,Ideal,F,SI2,62.1,55.0,5.74,5.72,3.55,2138
6383,1.21,Premium,H,SI2,61.4,58.0,6.84,6.81,4.19,5160
9032,0.34,Very Good,E,SI1,62.9,57.0,4.49,4.45,2.81,675
8109,0.4,Premium,D,SI1,62.1,59.0,4.74,4.67,2.92,947
4471,1.51,Good,J,VS2,63.8,58.0,7.21,7.18,4.59,7911
5731,0.78,Premium,G,SI2,60.8,59.0,5.97,5.92,3.6,2384
4348,0.55,Ideal,F,SI2,62.2,55.0,5.27,5.29,3.28,1142
8200,0.9,Good,D,SI2,64.5,58.0,6.05,6.01,3.86,3239
3626,1.22,Premium,G,VS2,60.7,58.0,6.88,6.96,4.2,8216
1789,1.0,Premium,F,SI1,62.1,59.0,6.34,6.3,3.92,4742
8447,0.3,Very Good,F,IF,60.4,59.0,4.32,4.35,2.62,886
2059,1.01,Very Good,I,SI1,62.7,57.0,6.41,6.47,4.04,4269
4908,0.72,Ideal,G,SI2,61.6,56.0,5.73,5.77,3.54,2177
4013,0.32,Ideal,D,VVS2,63.0,56.0,4.39,4.42,2.77,1066
1902,1.01,Premium,F,VS2,62.1,59.0,6.43,6.37,3.97,6596
4686,0.9,Premium,F,SI1,62.2,59.0,6.19,6.14,3.83,4116
9045,0.7,Premium,E,VS2,61.4,59.0,5.74,5.66,3.48,3295
7191,0.34,Premium,E,SI2,59.3,59.0,4.55,4.54,2.69,477
75,1.29,Ideal,J,SI1,60.5,57.0,7.11,7.05,4.27,6289
2345,1.21,Premium,F,SI2,60.4,59.0,6.86,6.89,4.16,5949
5703,0.9,Premium,E,SI1,60.2,60.0,6.26,6.21,3.75,4142
430,0.3,Ideal,D,VS2,62.2,57.0,4.32,4.36,2.7,710
4586,2.01,Premium,H,SI2,62.6,59.0,8.03,7.94,5.01,12970
6499,1.0,Ideal,E,VS1,61.8,57.0,6.41,6.45,3.98,8139
4885,0.43,Ideal,D,VS2,60.9,57.0,4.91,4.86,2.98,1018
8326,0.8,Ideal,F,SI1,61.3,55.0,5.96,6.0,3.67,3397
7454,0.7,Good,G,VVS2,64.0,56.0,5.63,5.6,3.6,2999
1553,2.01,Very Good,J,VS1,59.5,59.0,8.23,8.29,4.91,16068
240,0.5,Ideal,G,VS1,61.5,56.0,5.11,5.15,3.16,1752
783,0.7,Very Good,E,SI1,63.1,57.0,5.63,5.69,3.57,2771
3066,1.04,Ideal,D,VVS2,61.9,57.0,6.5,6.51,4.03,10967
977,1.2,Ideal,F,VS1,61.8,57.0,6.78,6.83,4.21,9425
2941,0.71,Premium,F,SI1,61.2,59.0,5.71,5.72,3.49,2368
5594,0.32,Ideal,F,VVS1,61.8,55.0,4.41,4.44,2.74,905
7032,0.54,Very Good,G,VS1,61.9,55.0,5.22,5.27,3.24,1639
8610,0.3,Ideal,D,VVS2,62.6,57.0,4.25,4.28,2.67,766
1620,1.59,Premium,E,SI2,61.6,58.0,7.47,7.43,4.58,10396
2146,0.32,Ideal,F,IF,61.4,54.0,4.41,4.46,2.72,979
1801,1.05,Good,D,VS2,63.8,56.0,6.41,6.46,4.1,6579
2095,0.5,Fair,E,SI1,64.9,57.0,5.01,4.97,3.24,2600
9869,0.52,Ideal,E,VS2,61.6,56.0,5.16,5.18,3.19,1551
5458,0.5,Ideal,H,SI1,61.8,57.0,5.11,5.13,3.16,1154
1357,2.18,Premium,F,SI2,62.1,59.0,8.38,8.26,5.16,12377
8283,0.9,Premium,F,SI1,62.2,62.0,6.13,6.06,3.78,3734
6292,0.9,Premium,G,SI1,62.4,59.0,6.22,6.19,3.88,3913
8522,0.34,Premium,G,VS2,59.8,58.0,4.56,4.49,2.71,765
9166,1.01,Very Good,H,I1,59.3,55.0,6.6,6.58,3.91,3987
6258,0.32,Premium,E,SI1,61.5,58.0,4.41,4.43,2.72,524
10112,1.2,Premium,J,SI2,61.7,59.0,6.73,6.68,4.14,4075
8933,0.3,Ideal,G,VS2,62.0,55.0,4.3,4.33,2.68,526
5660,0.31,Premium,D,VS1,59.8,60.0,4.41,4.39,2.63,877
1609,0.34,Premium,E,SI1,60.7,58.0,4.53,4.49,2.74,765
3096,0.41,Very Good,F,SI2,62.8,58.0,4.71,4.74,2.97,583
5756,0.3,Ideal,D,VS2,60.0,57.0,4.4,4.38,2.64,911
2415,1.21,Premium,G,SI1,62.7,55.0,6.79,6.74,4.24,6738
2017,0.5,Ideal,D,SI1,62.0,58.0,5.07,5.1,3.15,1569
6259,1.52,Premium,F,VS1,61.2,59.0,7.4,7.37,4.52,14341
4125,1.2,Premium,I,SI1,61.9,57.0,6.8,6.84,4.22,5292
9981,1.0,Premium,I,SI2,61.7,61.0,6.39,6.3,3.92,3311
3246,2.02,Very Good,J,VS2,58.0,61.0,8.46,8.39,4.89,17052
124,0.32,Very Good,H,VS1,63.8,57.0,4.35,4.3,2.76,720
6680,0.73,Premium,E,VS2,61.1,58.0,5.84,5.8,3.56,2841
9509,0.72,Ideal,G,VS2,61.5,56.0,5.76,5.79,3.55,3053
9121,0.51,Premium,I,SI1,60.5,58.0,5.26,5.21,3.15,1055
7746,0.51,Very Good,D,SI2,63.2,56.0,5.07,5.11,3.22,1433
9328,1.58,Very Good,G,SI1,60.9,59.0,7.46,7.55,4.57,11531
3341,0.34,Ideal,G,VVS2,60.4,57.0,4.52,4.55,2.74,752
598,0.3,Ideal,F,VVS1,62.0,56.0,4.27,4.3,2.66,742
2123,1.01,Fair,G,VS1,64.9,60.0,6.34,6.23,4.05,6356
7726,1.0,Premium,E,SI2,59.8,61.0,6.52,6.47,3.88,3965
6522,1.02,Premium,H,SI1,61.2,59.0,6.45,6.42,3.94,4585
7320,0.3,Very Good,G,VVS2,62.9,59.0,4.26,4.27,2.69,684
9838,1.01,Good,E,SI2,63.3,58.0,6.36,6.39,4.04,4611
2197,1.04,Ideal,D,SI2,61.7,56.0,6.51,6.53,4.02,4978
4051,1.22,Premium,H,SI1,59.6,59.0,6.97,6.94,4.15,5799
6296,0.9,Good,H,SI2,62.3,61.0,6.06,6.13,3.8,3138
3362,0.37,Ideal,E,SI1,61.9,53.0,4.62,4.66,2.87,649
7118,1.22,Premium,G,VS1,62.4,58.0,6.81,6.76,4.24,8442
725,2.03,Ideal,H,SI2,62.1,57.0,8.14,8.06,5.03,12631
6051,0.54,Ideal,G,SI1,61.6,57.0,5.22,5.2,3.21,1247
978,0.72,Premium,F,SI2,61.7,62.0,5.75,5.7,3.54,2309
808,0.43,Premium,G,SI1,61.3,58.0,4.87,4.78,2.96,968
5269,0.39,Ideal,F,VS1,61.8,57.0,4.67,4.71,2.9,884
1475,0.31,Ideal,I,VS2,60.6,57.0,4.33,4.37,2.63,435
6170,1.27,Ideal,F,VS1,61.6,57.0,6.96,7.01,4.3,11520
9206,0.7,Very Good,H,SI1,61.3,56.0,5.75,5.71,3.51,2203
7614,1.15,Very Good,H,SI2,60.0,61.0,6.78,6.87,4.09,5335
3962,0.9,Very Good,D,SI1,62.1,60.0,6.09,6.12,3.79,4381
9425,0.7,Good,D,SI2,63.7,58.0,5.51,5.56,3.56,2247
8375,1.03,Premium,H,VS2,61.1,58.0,6.49,6.53,3.98,5148
1235,0.57,Ideal,E,VS2,61.2,55.0,5.35,5.39,3.27,1689
1225,1.52,Good,D,SI1,61.1,61.0,7.31,7.41,4.49,11487
1764,0.5,Ideal,D,VS2,62.2,56.0,5.07,5.1,3.16,1857
8303,0.96,Ideal,D,I1,60.6,57.0,6.33,6.39,3.87,3987
8140,1.06,Very Good,G,VS1,59.3,57.0,6.65,6.71,3.96,6817
9635,0.27,Ideal,I,VVS2,61.6,57.0,4.15,4.17,2.55,527
4877,1.1,Ideal,G,VS1,62.8,56.0,6.62,6.55,4.13,7326
3217,0.31,Ideal,D,VS2,62.4,56.0,4.29,4.33,2.69,734
287,0.76,Very Good,H,SI2,61.9,56.0,5.89,5.85,3.63,2337
6452,0.4,Very Good,E,SI1,61.5,55.0,4.79,4.76,2.93,898
2966,1.01,Premium,G,SI1,60.1,60.0,6.48,6.45,3.89,5096
3164,0.71,Ideal,H,SI2,61.7,58.0,5.7,5.67,3.51,2056
9476,0.31,Ideal,G,SI1,62.6,56.0,4.3,4.33,2.7,593
9055,0.33,Very Good,G,VS1,61.9,59.0,4.42,4.47,2.75,666
1657,0.4,Very Good,E,VVS1,62.5,58.0,4.64,4.71,2.92,1333
1975,0.37,Good,F,SI1,62.4,59.0,4.56,4.59,2.86,616
2397,0.7,Ideal,D,VS1,62.4,56.0,5.65,5.7,3.54,3581
452,1.51,Premium,G,SI1,59.7,59.0,7.53,7.43,4.44,11209
2710,0.34,Ideal,H,VVS1,61.9,55.0,4.49,4.53,2.79,880
5181,1.0,Very Good,H,SI1,63.3,56.0,6.3,6.39,4.02,4558
3681,1.5,Very Good,J,VS1,59.6,61.0,7.38,7.35,4.41,7744
422,0.73,Ideal,G,VS1,61.7,54.0,5.79,5.84,3.59,3332
6291,2.03,Premium,J,SI2,61.8,60.0,8.13,8.08,5.01,12592
657,1.01,Very Good,I,SI1,60.5,61.0,6.48,6.44,3.91,4199
3301,1.09,Ideal,F,SI2,62.5,56.0,6.6,6.56,4.11,4811
6074,0.32,Ideal,H,VS1,61.6,57.0,4.37,4.4,2.7,561
2845,1.22,Ideal,H,VS1,61.4,57.0,6.87,6.89,4.22,7487
6253,0.35,Ideal,H,VVS1,61.4,56.0,4.59,4.56,2.81,945
9216,1.63,Premium,H,VS2,61.3,59.0,7.61,7.55,4.66,11823
1001,0.3,Premium,H,VS1,62.6,59.0,4.29,4.25,2.67,630
4198,0.52,Ideal,F,VVS2,62.3,55.0,5.12,5.12,3.19,2012
2418,0.31,Ideal,G,VS1,60.6,57.0,4.36,4.39,2.65,666
7765,0.53,Ideal,E,VS2,61.1,56.0,5.24,5.2,3.2,1684
7747,1.51,Premium,E,SI2,62.4,58.0,7.34,7.3,4.57,8752
3847,0.47,Very Good,E,VS1,61.8,60.0,4.96,5.01,3.09,1850
961,0.32,Ideal,H,VVS1,61.7,55.0,4.41,4.43,2.72,716
1580,1.56,Premium,H,SI1,61.0,58.0,7.44,7.47,4.54,8524
5206,0.3,Premium,D,VS2,61.4,60.0,4.31,4.28,2.64,670
2206,1.22,Ideal,I,SI2,62.3,57.0,6.77,6.83,4.24,5359
7049,1.06,Ideal,H,SI1,61.7,55.0,6.54,6.57,4.04,4773
6112,0.56,Ideal,E,VS2,62.0,57.0,5.34,5.26,3.28,1793
4231,0.32,Premium,G,VS1,60.3,58.0,4.4,4.42,2.66,645
757,0.3,Premium,G,VS2,61.6,58.0,4.25,4.22,2.62,630
4866,1.02,Premium,D,SI1,60.3,58.0,6.57,6.66,3.97,6048
2284,0.32,Ideal,I,VS1,61.9,55.6,4.41,4.44,2.74,529
6923,1.54,Ideal,I,SI1,62.9,57.0,7.31,7.37,4.61,8860
4978,1.2,Very Good,H,SI1,62.3,56.0,6.8,6.76,4.23,5914
4827,0.52,Premium,D,SI2,61.5,57.0,5.17,5.14,3.16,1151
9161,1.5,Very Good,G,VS2,62.8,56.0,7.26,7.32,4.57,12821
807,1.08,Ideal,F,SI1,62.5,57.0,6.54,6.59,4.1,5665
7711,1.36,Ideal,G,VVS2,62.6,56.0,7.11,7.06,4.43,9416
8015,0.7,Ideal,G,VS2,62.2,57.0,5.68,5.64,3.53,2375
1956,1.0,Premium,E,SI1,59.1,60.0,6.56,6.58,3.88,5177
2445,0.5,Ideal,D,VVS2,61.8,57.0,5.12,5.1,3.15,2376
6109,0.52,Ideal,G,VVS2,62.6,57.0,5.11,5.07,3.19,1784
8331,0.35,Ideal,H,SI2,61.6,55.0,4.55,4.53,2.8,427
6382,0.76,Premium,G,IF,61.7,60.0,5.9,5.86,3.63,3601
2402,0.57,Ideal,G,VS1,61.4,56.0,5.34,5.4,3.3,1894
1073,0.41,Premium,F,VS1,61.3,59.0,4.8,4.75,2.93,1076
8532,2.05,Ideal,H,SI1,62.0,56.0,8.1,8.16,5.05,16339
4240,0.56,Ideal,E,SI1,62.6,57.0,5.29,5.23,3.29,1698
8668,0.72,Ideal,F,VS2,62.2,56.0,5.72,5.76,3.57,3171
2091,1.0,Good,H,SI1,57.8,62.0,6.53,6.51,3.77,4326
4527,0.36,Ideal,D,VS1,61.8,56.0,4.54,4.56,2.81,1066
9008,0.33,Premium,H,VS1,62.3,58.0,4.41,4.45,2.76,743
8783,1.24,Very Good,F,VS1,60.1,59.0,7.03,6.97,4.2,10913
7514,0.56,Ideal,E,VS2,61.4,56.0,5.31,5.28,3.25,2274
